Btop,Bjungle,Bmid,Bbot,Bsupport,Rtop,Rjungle,Rmid,Rbot,Rsupport,Bwin
2,61,115,8,100,134,56,145,46,90,0
150,41,140,48,87,40,54,138,65,74,0
95,81,116,8,66,20,25,2,72,110,0
40,79,31,120,66,68,56,50,124,119,0
16,35,140,15,74,29,37,133,8,130,0
93,37,148,46,130,150,61,140,59,66,0
55,37,145,8,74,150,36,52,59,66,1
84,54,2,140,114,150,36,145,98,62,0
93,51,83,100,115,150,79,145,98,85,0
42,102,31,48,74,16,56,148,51,100,0
103,79,52,98,143,1,102,16,15,42,0
150,56,40,48,11,105,37,130,46,147,0
16,79,116,48,117,95,63,145,113,101,1
95,57,83,51,42,68,25,145,100,110,0
150,56,40,48,11,105,37,130,46,147,0
93,51,83,100,115,150,79,145,98,85,0
122,92,133,49,62,40,94,53,65,50,0
20,25,133,72,100,105,54,97,46,143,0
84,56,130,27,42,150,61,133,23,119,0
2,54,140,27,101,16,37,24,46,42,0
93,51,83,100,115,150,79,145,98,85,0
84,56,130,27,42,150,61,133,23,119,0
112,37,116,140,100,68,28,19,7,78,0
122,37,133,98,42,68,25,120,141,140,0
29,121,146,15,90,150,37,148,98,11,0
133,63,116,49,85,20,36,83,120,115,0
140,57,123,8,119,105,41,21,48,130,0
70,51,140,98,62,16,61,60,59,66,1
58,37,52,46,119,65,81,150,23,87,0
20,36,17,46,119,58,144,54,129,114,0
83,135,20,27,130,93,54,96,23,85,0
16,79,116,48,117,95,63,145,113,101,0
105,36,116,23,42,45,56,17,27,90,0
44,25,145,115,87,93,81,97,8,90,0
103,79,67,8,66,65,36,118,129,114,0
106,79,116,128,62,101,108,130,23,42,0
55,54,129,145,100,84,51,140,137,90,1
135,37,65,46,111,16,54,83,15,11,0
68,36,21,15,87,97,25,141,46,13,0
73,25,140,27,109,65,70,2,8,85,0
29,56,51,46,50,20,37,140,107,109,0
95,30,112,59,66,68,51,53,65,90,0
35,131,52,47,3,96,56,120,27,119,0
16,63,17,65,42,95,35,54,8,119,0
10,144,30,124,117,45,102,1,98,42,0
105,37,17,40,119,94,104,54,98,117,0
87,102,2,65,50,95,25,17,83,14,0
105,80,88,46,11,16,81,145,27,143,0
103,25,122,15,143,106,102,52,107,115,0
45,51,116,27,11,16,144,130,46,77,0
16,81,116,52,87,101,144,17,23,42,0
105,63,140,124,11,17,36,145,46,77,0
133,81,145,65,11,16,54,52,15,50,0
45,54,103,27,74,66,28,52,46,11,0
40,104,116,128,66,16,37,130,100,42,0
16,35,140,15,74,29,37,133,8,130,0
29,56,51,46,50,20,37,140,107,109,0
70,51,140,98,62,16,61,60,59,66,0
93,37,148,46,130,150,61,140,59,66,0
93,37,148,46,130,150,61,140,59,66,0
73,25,140,27,109,65,70,2,8,85,0
105,28,145,23,12,150,79,140,15,42,0
101,104,83,27,110,103,91,145,59,75,0
140,26,138,49,85,55,56,83,98,62,0
122,144,138,120,3,16,79,40,15,42,0
2,51,65,8,87,122,54,83,15,143,0
16,48,30,15,87,20,36,83,59,66,0
105,36,54,23,66,45,28,140,128,42,0
16,102,140,115,42,105,56,6,27,66,0
106,105,140,100,115,68,102,2,8,42,0
68,37,145,46,66,65,63,1,140,87,0
68,51,145,47,42,150,141,2,140,87,0
2,144,140,8,11,16,25,116,124,62,0
93,61,83,120,119,94,24,31,46,77,0
94,36,24,98,62,93,25,145,47,143,0
55,101,88,46,77,95,26,84,15,119,0
118,131,17,49,119,116,57,64,48,85,1
40,56,6,128,66,44,79,141,15,74,1
16,54,123,65,143,44,56,2,8,75,1
84,54,2,140,114,150,36,145,98,62,0
20,57,83,65,143,85,61,50,120,75,1
112,36,146,120,87,68,63,116,128,66,0
20,37,116,48,11,105,26,88,27,143,0
112,57,55,23,62,98,79,2,65,14,0
40,79,141,15,50,134,36,30,46,12,0
103,24,2,7,90,66,56,52,72,42,0
52,36,70,49,85,133,57,116,27,90,0
65,37,83,8,70,103,61,19,72,119,0
45,79,2,46,90,68,36,83,27,50,0
29,36,83,23,11,134,63,123,49,62,0
44,41,133,47,77,95,35,54,100,14,0
103,61,52,98,85,32,79,140,72,14,0
32,37,50,100,75,133,36,112,8,66,0
68,51,145,47,42,150,141,2,140,87,0
120,63,16,48,147,44,36,31,23,90,0
16,37,24,27,143,106,81,138,8,147,0
45,108,1,47,3,29,61,95,138,67,0
16,54,53,98,78,95,101,83,116,109,0
70,51,140,98,62,16,61,60,59,66,0
138,26,68,140,74,103,25,90,7,3,1
84,56,141,59,117,34,26,138,98,77,0
105,57,133,72,42,150,144,145,46,11,0
29,54,53,46,87,95,41,96,100,50,0
16,26,140,46,74,106,79,73,8,130,1
133,37,145,27,12,95,61,83,120,74,0
93,37,148,46,130,150,61,140,59,66,0
105,28,145,23,12,150,79,140,15,42,0
50,81,148,98,87,103,56,130,15,100,1
103,56,138,65,143,29,81,148,23,11,1
150,41,52,48,119,29,61,1,120,50,0
95,25,123,46,119,118,139,52,15,74,0
134,28,65,98,67,95,139,10,8,74,0
20,24,113,46,66,16,51,96,8,77,0
101,104,83,27,110,103,91,145,59,75,0
140,26,138,49,85,55,56,83,98,62,0
84,37,138,8,103,122,57,2,7,110,1
68,81,133,15,50,84,51,120,98,101,1
40,25,58,15,87,150,63,116,128,66,0
55,101,88,46,77,95,26,84,15,119,0
122,144,138,120,3,16,79,40,15,42,0
2,51,65,8,87,122,54,83,15,143,0
122,26,67,98,143,116,36,138,27,117,0
101,104,83,27,110,103,91,145,59,75,1
40,25,17,100,119,103,63,53,98,42,0
68,36,53,72,66,105,57,67,8,11,1
133,81,44,21,93,101,37,52,46,42,0
103,24,2,7,90,66,56,52,72,42,0
68,36,138,65,87,95,26,67,23,66,0
140,26,138,49,85,55,56,83,98,62,1
40,104,116,128,66,16,37,130,100,42,1
44,56,97,27,119,150,81,53,128,42,0
52,36,70,49,85,133,57,116,27,90,1
122,144,138,120,3,16,79,40,15,42,1
105,36,53,27,101,150,25,29,98,62,0
68,57,146,98,101,44,35,88,111,3,0
16,26,145,8,115,68,56,132,98,11,0
29,104,83,128,14,68,144,52,98,42,0
87,63,16,46,119,133,94,88,111,90,0
29,57,2,15,147,65,63,40,46,50,1
65,54,113,111,62,105,18,2,27,11,1
93,144,112,72,143,105,81,116,15,42,0
68,79,116,140,109,29,41,97,128,42,0
112,79,45,98,85,68,36,52,111,3,0
16,37,83,100,35,44,61,60,27,117,0
87,63,16,46,119,133,94,88,111,90,0
84,81,129,51,100,142,57,113,27,147,0
32,36,24,8,90,87,35,112,111,85,0
55,26,40,65,78,82,61,83,46,75,1
68,28,116,8,85,122,25,2,23,62,0
103,24,2,7,90,66,56,52,72,42,0
0,56,113,23,119,16,103,87,15,74,1
29,102,88,111,67,16,79,87,100,85,1
20,81,10,8,66,122,56,19,23,42,0
122,35,140,100,42,44,79,63,8,66,0
44,88,112,113,3,129,79,101,8,62,1
93,134,17,27,85,55,41,116,98,143,1
44,51,81,46,77,16,54,6,27,85,0
0,56,113,23,119,16,103,87,15,74,0
147,71,67,100,117,70,79,148,46,77,1
68,104,1,46,115,112,54,116,137,42,0
68,51,65,23,85,112,63,45,8,50,0
44,88,112,113,3,129,79,101,8,62,1
93,79,98,120,77,16,71,117,27,74,1
122,131,97,8,66,29,51,141,46,11,1
101,24,116,98,143,105,131,129,59,117,0
93,24,40,98,62,16,82,112,111,117,0
103,61,52,98,85,32,79,140,72,14,0
84,35,120,8,85,45,36,132,17,119,0
16,79,112,8,85,95,36,83,100,119,0
16,79,18,137,11,10,36,145,128,66,0
136,36,24,65,119,16,56,83,128,66,0
105,54,145,51,42,116,28,129,15,66,0
86,57,148,49,85,44,79,51,141,100,0
16,134,31,8,12,29,57,112,72,119,0
2,36,145,17,119,118,61,133,72,31,0
65,28,2,100,35,140,99,112,113,3,0
68,134,1,47,66,112,71,117,33,3,0
20,63,31,100,101,68,36,113,27,42,1
150,131,138,8,77,140,79,53,23,67,0
45,24,141,129,74,136,56,148,8,119,0
34,79,1,46,101,93,36,53,27,77,0
55,63,65,27,35,112,26,45,48,85,0
2,54,140,46,42,95,35,31,87,101,1
134,51,87,100,77,44,36,17,98,85,1
32,63,83,27,85,122,28,40,46,114,1
65,37,113,98,119,122,144,133,49,117,1
87,102,2,65,50,95,25,17,83,14,1
20,54,123,27,143,105,36,87,129,42,1
45,24,88,46,119,20,56,2,23,50,0
40,24,113,124,90,45,4,57,27,11,0
31,56,55,46,101,66,37,112,100,119,0
87,79,133,15,11,2,36,52,7,74,1
134,37,53,72,85,95,79,141,27,114,0
84,92,30,72,62,20,63,88,98,66,1
65,63,146,141,42,44,79,40,15,67,0
16,41,88,48,62,45,24,85,8,147,0
84,37,66,124,117,112,82,65,59,42,1
19,26,88,46,119,2,61,78,100,77,1
101,61,2,98,3,16,63,113,65,119,1
103,81,67,72,87,16,63,2,27,42,1
55,36,88,115,77,20,79,24,8,114,0
150,144,138,15,74,40,26,116,46,67,1
16,51,65,46,50,2,56,101,100,62,0
95,25,123,46,119,118,139,52,15,74,0
101,79,60,46,74,16,99,31,8,13,0
70,37,65,47,66,103,24,83,98,119,0
35,36,141,15,50,44,63,133,27,42,0
44,24,133,46,90,35,36,101,15,74,0
101,79,148,47,66,93,36,112,23,75,1
20,134,21,15,50,133,94,31,47,75,1
93,54,133,27,143,2,102,97,72,11,1
40,25,58,15,87,150,63,116,128,66,0
84,36,112,46,42,29,26,88,15,77,1
95,57,83,51,42,68,25,145,100,110,0
68,37,6,15,50,65,79,73,7,90,0
70,79,145,8,130,140,63,65,100,74,0
40,79,113,15,87,29,99,19,8,11,1
103,81,78,46,96,134,54,6,109,110,0
20,94,112,48,66,93,35,83,27,3,1
133,81,44,21,93,101,37,52,46,42,0
2,82,68,46,119,136,79,123,47,114,1
68,28,140,27,119,95,26,54,116,143,1
68,41,83,72,42,20,56,55,48,87,1
112,94,21,114,100,95,43,141,146,90,0
126,104,101,100,50,134,79,141,8,90,0
55,37,116,113,12,40,28,141,27,110,0
105,139,53,7,3,134,144,97,72,11,0
20,79,123,100,101,45,94,78,107,42,1
44,56,97,27,119,150,81,53,128,42,0
105,36,53,27,101,150,25,29,98,62,0
140,79,112,46,3,136,63,103,98,62,1
70,79,136,46,119,103,51,145,124,66,1
106,24,148,100,101,118,92,53,47,62,0
65,61,55,98,62,112,36,113,100,3,0
2,54,31,129,85,97,56,65,113,87,0
16,63,88,27,90,133,36,40,111,3,0
103,71,117,8,90,105,63,88,72,42,0
68,104,140,27,110,34,63,116,7,100,1
101,25,145,140,66,96,61,65,116,110,0
16,26,145,8,115,68,56,132,98,11,0
29,104,83,128,14,68,144,52,98,42,0
20,63,138,128,42,103,101,19,46,143,0
68,79,16,8,109,133,25,140,100,3,0
134,63,113,8,42,40,54,112,15,147,1
45,36,17,8,90,134,79,65,46,119,0
103,36,78,27,90,105,57,113,100,85,0
20,56,132,65,110,68,92,140,111,62,1
111,26,116,72,75,134,54,141,27,110,0
29,36,40,128,66,150,79,140,47,119,0
93,92,53,15,74,84,79,65,46,3,1
16,56,17,27,110,94,92,21,72,50,0
29,26,88,15,50,65,28,31,8,109,0
68,24,123,49,74,29,82,83,46,50,1
118,57,64,47,74,93,25,145,72,143,0
45,92,83,27,74,68,57,30,98,42,1
16,63,146,65,114,86,35,87,72,77,1
128,79,83,7,119,103,61,113,46,77,1
83,56,103,98,66,17,61,24,120,62,0
16,36,83,129,85,120,61,111,73,101,1
133,92,27,65,85,93,36,96,46,11,0
16,71,113,46,119,84,92,52,65,66,0
97,36,50,46,85,86,51,83,72,12,0
40,37,68,46,11,134,36,1,38,70,0
122,61,2,27,11,82,56,51,49,90,0
45,36,113,129,62,103,79,6,8,14,0
122,63,53,27,85,136,36,66,129,117,0
5,56,96,8,50,134,63,97,27,143,0
16,63,88,27,90,133,36,40,111,3,0
112,57,148,8,85,103,54,83,46,101,0
16,91,148,27,62,29,36,83,120,119,0
103,61,97,49,119,2,79,65,15,74,1
0,36,95,129,90,40,63,113,98,119,1
45,27,30,72,50,141,35,103,15,67,1
16,63,132,27,90,65,36,6,96,62,0
44,61,96,27,143,86,79,65,120,3,0
35,36,24,100,62,93,56,6,111,3,0
16,36,146,46,74,44,79,87,111,85,0
68,57,146,98,101,44,35,88,111,3,1
29,79,133,98,90,82,61,2,48,62,0
103,43,1,7,12,73,79,116,46,62,0
95,79,24,128,109,16,56,96,27,143,0
84,36,65,111,87,2,61,123,27,117,0
45,36,113,8,119,84,79,96,111,3,0
84,115,65,98,85,106,57,6,27,62,0
98,24,36,137,90,93,79,9,100,114,0
16,134,31,8,12,29,57,112,72,119,0
93,96,2,15,74,16,63,66,100,85,0
65,79,17,48,85,45,131,2,8,117,1
93,36,112,111,3,16,121,113,128,42,0
145,79,84,8,42,103,57,31,111,3,0
29,61,9,27,50,93,79,88,98,85,1
2,36,145,17,119,118,61,133,72,31,0
16,79,112,8,85,95,36,83,100,119,0
2,54,123,46,85,40,81,113,15,74,1
136,36,6,8,114,0,61,53,100,85,0
93,24,112,128,85,45,36,31,111,119,0
29,37,123,23,11,86,79,10,100,101,0
65,63,112,98,66,122,57,83,100,62,0
103,35,88,111,85,68,144,96,27,119,0
122,56,96,8,114,103,82,83,111,85,0
40,63,112,47,66,6,37,141,100,62,0
145,144,83,46,85,86,63,113,27,35,0
44,51,101,98,119,105,37,60,100,90,0
93,57,24,100,77,88,61,96,27,66,0
16,63,146,65,114,86,35,87,72,77,0
122,57,133,46,50,44,35,2,8,85,0
16,36,140,115,119,44,37,1,46,85,0
70,79,65,98,62,68,61,83,115,90,0
19,26,88,46,119,2,61,78,100,77,0
133,36,112,27,85,45,81,141,83,11,1
29,63,2,46,147,16,56,116,115,119,0
16,63,24,98,74,44,56,83,111,3,0
86,37,83,27,101,134,63,65,7,66,0
89,36,148,8,50,93,63,87,100,62,1
70,37,65,47,66,103,24,83,98,119,0
40,35,112,100,3,122,79,53,46,50,1
106,79,93,72,147,2,131,30,7,42,0
16,82,83,100,85,44,61,113,98,101,0
103,37,83,47,74,16,61,87,113,138,0
118,37,24,23,62,136,61,112,27,87,0
84,36,65,111,87,2,61,123,27,117,1
93,25,65,115,12,134,36,113,100,42,1
45,79,2,46,90,68,36,83,27,50,0
83,36,111,16,109,93,79,148,8,110,0
29,36,83,23,11,134,63,123,49,62,1
134,54,2,8,114,45,101,148,46,85,0
134,81,113,140,77,101,35,16,128,66,0
117,71,105,147,90,101,35,44,47,11,0
97,36,2,8,31,118,57,83,100,110,0
103,51,65,100,12,20,63,6,27,11,0
68,36,146,100,85,93,56,123,140,119,0
103,36,78,27,90,105,57,113,100,85,0
16,56,55,8,74,93,36,112,15,90,1
16,54,113,48,62,84,63,65,72,86,0
65,61,55,98,62,112,36,113,100,3,0
95,57,53,146,101,93,24,16,46,62,0
122,63,148,15,75,34,79,52,100,50,0
40,79,141,15,50,134,36,30,46,12,0
126,104,101,100,50,134,79,141,8,90,0
86,37,1,8,119,32,56,146,7,11,0
45,63,113,72,42,93,79,112,100,147,1
103,24,40,15,77,16,94,83,51,117,1
103,24,2,7,90,66,56,52,72,42,0
84,43,6,27,42,45,61,146,15,75,0
16,63,2,100,62,20,56,146,111,77,0
93,28,83,124,101,134,36,123,15,100,0
87,63,16,46,119,133,94,88,111,90,0
136,36,6,8,114,0,61,53,100,85,0
39,28,148,8,42,106,94,2,27,114,0
93,26,65,100,42,103,36,112,7,85,0
128,79,83,7,119,103,61,113,46,77,0
117,71,105,147,90,101,35,44,47,11,0
44,61,83,15,50,2,36,113,47,66,0
44,61,83,15,147,16,63,24,49,31,1
16,54,113,48,62,84,63,65,72,86,1
16,36,19,27,42,122,134,10,8,109,1
29,57,2,15,147,65,63,40,46,50,0
16,28,141,100,42,29,82,148,47,66,0
122,63,148,15,75,34,79,52,100,50,1
103,37,66,27,85,16,63,23,72,11,0
16,25,65,146,119,84,94,31,47,101,0
16,25,123,46,101,133,54,17,47,119,0
101,61,83,8,50,140,54,30,98,11,0
68,37,6,15,50,65,79,73,7,90,0
2,57,24,46,70,16,81,112,27,74,1
93,26,88,65,143,105,56,112,27,42,0
133,71,24,27,11,112,37,2,100,117,0
68,28,116,8,85,122,25,2,23,62,0
122,63,17,98,62,141,99,20,65,3,1
68,56,148,7,85,112,82,65,48,70,0
103,36,123,27,42,95,57,30,111,85,1
133,36,112,27,85,45,81,141,83,11,0
68,36,2,100,3,44,41,112,98,85,1
122,54,1,100,12,20,102,116,46,3,1
65,61,55,98,62,112,36,113,100,3,1
65,63,17,127,77,136,26,50,8,42,0
16,134,31,8,12,29,57,112,72,119,0
86,24,116,100,85,140,36,10,72,66,0
84,54,112,100,85,18,35,116,46,62,0
20,54,123,27,143,105,36,87,129,42,1
65,63,112,98,66,122,57,83,100,62,1
16,61,53,111,101,44,36,50,98,3,1
2,36,145,17,119,118,61,133,72,31,1
97,36,123,27,11,122,79,148,65,3,0
103,37,2,15,74,140,144,116,146,11,0
112,57,55,23,62,98,79,2,65,14,0
29,56,6,15,110,126,101,83,100,50,0
118,36,83,8,42,136,54,52,100,31,1
86,61,148,100,85,106,36,83,46,50,1
16,79,123,46,62,93,61,51,8,74,1
140,24,88,8,77,93,112,83,46,85,0
133,36,30,27,35,45,79,87,65,90,0
103,36,2,27,3,140,28,24,48,85,0
0,57,2,48,90,29,36,112,27,11,0
118,56,83,120,119,0,54,113,8,12,1
40,63,112,47,66,6,37,141,100,62,1
88,28,116,100,62,136,79,2,46,85,0
133,36,112,27,85,45,81,141,83,11,0
118,37,148,65,62,17,81,145,8,119,0
29,51,83,27,62,16,37,31,46,50,0
2,57,24,46,70,16,81,112,27,74,0
122,63,6,8,70,2,56,101,7,66,0
29,61,9,27,50,93,79,88,98,85,0
44,61,96,115,12,65,24,2,46,42,0
103,51,65,100,12,20,63,6,27,11,1
93,57,24,100,77,88,61,96,27,66,0
98,82,112,27,6,45,61,146,65,70,0
103,51,141,27,114,16,24,2,100,85,0
23,37,17,46,149,105,36,135,100,42,1
44,36,138,27,14,16,79,83,8,110,1
93,79,98,120,77,16,71,117,27,74,0
44,61,96,115,12,65,24,2,46,42,0
55,36,148,15,42,103,37,83,23,119,1
60,54,118,8,119,45,56,83,46,74,0
55,63,67,46,110,68,79,141,100,50,0
86,63,17,27,101,78,54,141,100,62,1
84,35,120,8,85,45,36,132,17,119,0
106,102,113,8,90,20,37,24,46,12,0
103,79,148,8,90,2,57,83,46,42,1
2,63,65,23,66,16,36,98,113,11,0
45,63,83,15,101,40,54,148,27,143,0
86,63,140,47,119,122,79,31,46,101,0
105,139,112,8,117,2,92,133,124,90,1
16,56,6,15,119,103,24,65,46,77,0
106,63,141,72,90,95,79,145,23,42,1
45,79,112,46,42,20,104,17,100,114,1
101,63,146,100,62,16,36,112,65,14,0
134,37,113,46,119,73,79,93,8,62,0
29,25,87,27,12,44,37,65,38,11,0
16,37,24,72,62,118,36,146,27,74,1
84,36,141,146,78,97,24,65,46,110,0
93,24,141,27,50,45,51,88,48,85,0
103,102,1,47,119,32,56,65,146,78,0
40,79,141,15,50,134,36,30,46,12,0
112,36,2,128,62,18,63,65,48,77,1
65,63,112,8,50,20,37,148,15,42,0
103,24,2,7,90,66,56,52,72,42,0
103,37,66,27,85,16,63,23,72,11,0
133,57,129,65,85,16,36,51,141,77,0
65,54,113,111,62,105,18,2,27,11,0
133,81,116,27,11,68,57,83,8,77,0
33,36,50,8,101,106,79,65,46,119,1
16,79,123,46,62,93,61,51,8,74,0
0,56,113,23,119,16,103,87,15,74,0
93,25,112,46,74,136,63,52,8,119,1
44,88,112,113,3,129,79,101,8,62,0
68,36,2,100,3,44,41,112,98,85,0
52,36,70,49,85,133,57,116,27,90,0
73,35,140,100,62,86,36,112,111,74,0
27,63,17,65,62,112,7,141,24,14,0
65,37,83,8,70,103,61,19,72,119,0
16,134,31,8,12,29,57,112,72,119,0
84,54,31,100,90,133,63,65,49,85,1
134,36,123,23,62,133,63,65,46,119,0
105,54,112,8,62,20,79,123,46,119,0
84,36,96,100,77,40,79,2,46,74,0
93,57,24,100,77,88,61,96,27,66,0
93,26,65,100,42,103,36,112,7,85,0
126,104,101,100,50,134,79,141,8,90,0
97,36,2,8,31,118,57,83,100,110,0
103,94,113,46,149,16,56,31,8,66,0
16,41,148,100,85,44,24,17,27,90,0
16,37,83,100,35,44,61,60,27,117,0
16,51,101,23,66,93,103,17,27,14,0
103,24,2,7,90,66,56,52,72,42,0
112,57,148,8,85,103,54,83,46,101,0
84,36,148,100,50,55,94,141,27,90,0
52,36,70,49,85,133,57,116,27,90,0
65,37,83,8,70,103,61,19,72,119,0
40,37,148,124,90,45,79,146,46,62,0
94,57,98,9,62,103,79,112,100,78,0
93,54,83,46,11,84,82,1,27,143,0
84,43,6,27,42,45,61,146,15,75,0
89,36,148,8,50,93,63,87,100,62,0
39,28,148,8,42,106,94,2,27,114,0
16,51,101,23,66,93,103,17,27,14,0
145,25,2,8,50,93,79,112,15,77,0
84,51,101,8,85,93,79,35,15,87,0
93,79,96,8,85,32,61,120,129,90,0
65,37,123,129,50,2,82,112,72,74,1
40,36,113,98,77,2,79,65,15,101,1
32,36,148,51,101,16,79,129,93,42,0
16,79,31,100,62,20,104,83,8,50,0
122,63,148,15,75,34,79,52,100,50,0
122,57,133,46,50,44,35,2,8,85,0
68,37,6,15,50,65,79,73,7,90,0
101,36,123,7,90,2,63,32,8,50,0
65,37,83,8,70,103,61,19,72,119,1
68,57,146,98,101,44,35,88,111,3,0
45,79,2,46,90,68,36,83,27,50,0
45,79,2,46,90,68,36,83,27,50,1
20,36,83,140,130,78,57,31,46,101,0
2,36,24,46,119,16,63,88,27,77,0
81,102,112,46,85,45,63,52,23,3,0
16,36,113,27,11,2,57,83,46,85,1
95,36,2,15,109,45,82,83,8,50,0
103,57,24,46,101,93,79,97,15,11,0
93,54,83,46,11,84,82,1,27,143,0
93,36,129,48,11,16,63,116,100,114,1
103,112,113,23,42,16,28,84,88,100,0
16,81,52,8,114,29,63,24,46,62,0
84,36,96,100,77,40,79,2,46,74,0
44,54,83,46,85,16,35,140,111,66,0
66,25,116,23,101,133,71,117,8,119,0
29,37,147,46,87,2,54,141,100,11,0
45,63,83,15,101,40,54,148,27,143,0
84,54,112,100,85,18,35,116,46,62,0
68,102,24,100,114,73,63,65,7,62,0
147,71,67,100,117,70,79,148,46,77,0
84,57,112,136,77,16,79,113,8,85,0
45,79,112,46,42,20,104,17,100,114,0
65,63,17,127,77,136,26,50,8,42,0
122,63,148,15,75,34,79,52,100,50,0
103,56,83,46,119,88,61,112,15,74,0
145,28,88,48,85,118,36,68,100,101,0
93,25,65,115,12,134,36,113,100,42,0
84,57,31,98,77,45,63,112,27,143,0
103,79,148,100,12,45,61,123,47,77,0
84,54,112,100,85,18,35,116,46,62,0
29,57,2,15,147,65,63,40,46,50,0
40,79,141,15,50,134,36,30,46,12,0
0,56,113,23,119,16,103,87,15,74,0
103,26,88,120,117,73,24,141,46,70,0
122,63,148,15,75,34,79,52,100,50,1
40,79,141,15,50,134,36,30,46,12,1
29,56,6,15,110,126,101,83,100,50,0
123,94,55,15,74,84,63,98,65,77,0
98,24,36,137,90,93,79,9,100,114,0
65,63,112,98,66,122,57,83,100,62,0
68,28,116,8,85,122,25,2,23,62,1
73,35,87,46,62,83,101,84,100,114,0
68,102,24,100,114,73,63,65,7,62,0
94,57,98,9,62,103,79,112,100,78,0
134,63,113,8,42,40,54,112,15,147,0
133,81,116,27,11,68,57,83,8,77,0
0,56,113,23,119,16,103,87,15,74,0
101,63,78,98,85,16,61,112,111,77,0
65,63,87,46,85,16,94,78,27,50,0
16,61,53,111,101,44,36,50,98,3,0
40,108,17,8,143,103,37,112,27,147,0
33,71,74,46,117,29,57,123,27,110,0
98,24,36,137,90,93,79,9,100,114,0
29,61,9,27,50,93,79,88,98,85,0
97,61,40,113,50,29,103,2,128,42,0
103,63,2,15,12,140,81,83,115,85,0
84,36,112,7,119,101,24,30,122,62,0
95,37,113,15,110,16,43,112,27,85,0
68,36,146,100,85,93,56,123,140,119,1
84,36,87,143,109,45,79,82,49,119,0
16,28,88,100,3,84,36,148,7,87,1
45,54,65,129,143,136,57,52,7,50,0
84,79,65,100,101,93,63,26,27,90,0
134,24,148,46,147,16,102,87,8,11,0
93,56,130,8,90,40,24,113,15,74,1
101,63,78,98,85,16,61,112,111,77,0
93,25,65,115,12,134,36,113,100,42,0
134,36,2,8,42,93,79,15,87,110,1
103,81,67,72,87,16,63,2,27,42,1
122,36,2,120,117,65,79,31,100,62,0
93,36,123,48,77,29,94,2,27,42,1
70,61,98,17,62,44,96,65,27,85,0
118,79,88,49,119,128,92,67,72,66,0
32,37,50,100,75,133,36,112,8,66,0
93,79,6,46,90,134,63,148,8,70,1
84,54,112,100,85,18,35,116,46,62,0
65,99,112,146,85,2,61,113,27,101,0
112,36,2,128,62,18,63,65,48,77,0
122,63,148,15,75,34,79,52,100,50,0
40,79,141,15,50,134,36,30,46,12,0
16,56,83,8,42,103,61,112,46,90,0
40,63,112,47,66,6,37,141,100,62,1
103,24,2,7,90,66,56,52,72,42,0
52,36,70,49,85,133,57,116,27,90,0
65,61,55,98,62,112,36,113,100,3,0
68,57,146,98,101,44,35,88,111,3,0
87,63,16,46,119,133,94,88,111,90,0
44,63,112,100,11,70,108,146,137,90,1
84,37,17,46,90,82,24,112,107,3,1
94,57,98,9,62,103,79,112,100,78,0
45,36,148,27,11,16,37,31,113,100,0
16,61,53,111,101,44,36,50,98,3,0
40,108,17,8,143,103,37,112,27,147,0
45,24,88,46,119,20,56,2,23,50,0
118,37,24,23,62,136,61,112,27,87,0
86,25,60,8,119,32,79,40,27,147,0
45,57,24,23,12,68,102,50,8,119,0
106,102,113,8,90,20,37,24,46,12,0
40,51,112,98,77,95,54,2,72,31,0
20,134,21,15,50,133,94,31,47,75,0
2,56,31,47,66,65,81,24,46,119,1
32,37,113,46,85,65,81,97,100,114,1
45,79,24,46,85,118,56,88,100,12,0
118,134,2,100,31,29,37,83,46,11,1
20,57,66,27,3,55,102,24,8,85,1
20,36,83,140,130,78,57,31,46,101,1
93,57,24,100,77,88,61,96,27,66,1
103,57,88,129,42,130,94,140,46,90,0
93,24,140,8,35,84,61,2,100,101,1
140,57,148,146,3,32,61,40,7,66,0
20,79,123,100,101,45,94,78,107,42,0
84,54,112,100,85,18,35,116,46,62,0
133,56,22,46,101,16,94,78,109,110,0
122,63,148,15,75,34,79,52,100,50,1
40,79,141,15,50,134,36,30,46,12,1
122,63,6,8,70,2,56,101,7,66,0
32,36,85,27,130,16,35,65,111,90,0
93,26,88,65,143,105,56,112,27,42,1
39,28,148,8,42,106,94,2,27,114,0
103,24,2,7,90,66,56,52,72,42,1
68,28,116,8,85,122,25,2,23,62,1
84,43,6,27,42,45,61,146,15,75,0
87,63,16,46,119,133,94,88,111,90,1
93,26,65,100,42,103,36,112,7,85,0
106,79,93,72,147,2,131,30,7,42,0
133,81,116,27,11,68,57,83,8,77,0
0,56,113,23,119,16,103,87,15,74,0
88,28,116,100,62,136,79,2,46,85,0
10,28,68,72,11,106,61,112,100,147,0
32,36,24,8,90,87,35,112,111,85,0
134,36,123,23,62,133,63,65,46,119,0
98,24,36,137,90,93,79,9,100,114,0
98,24,36,137,90,93,79,9,100,114,1
29,79,31,23,70,84,61,52,8,119,1
32,61,148,46,74,16,63,83,27,87,0
29,61,9,27,50,93,79,88,98,85,0
68,37,6,15,50,65,79,73,7,90,1
29,61,9,27,50,93,79,88,98,85,1
98,82,112,27,6,45,61,146,65,70,1
52,36,70,49,85,133,57,116,27,90,1
103,56,83,46,119,88,61,112,15,74,1
20,63,31,100,101,68,36,113,27,42,0
20,54,123,27,143,105,36,87,129,42,0
68,36,2,100,3,44,41,112,98,85,0
